	TCGA.02.0001	TCGA.02.0003	TCGA.02.0007	TCGA.02.0009	TCGA.02.0010	TCGA.02.0011	TCGA.02.0014	TCGA.02.0021	TCGA.02.0024	TCGA.02.0027	TCGA.02.0028	TCGA.02.0033	TCGA.02.0034	TCGA.02.0038	TCGA.02.0043	TCGA.02.0047	TCGA.02.0052	TCGA.02.0054	TCGA.02.0057	TCGA.02.0058	TCGA.02.0060	TCGA.02.0064	TCGA.02.0069	TCGA.02.0071	TCGA.02.0074	TCGA.02.0075	TCGA.02.0080	TCGA.02.0083	TCGA.02.0085	TCGA.02.0086	TCGA.02.0089	TCGA.02.0099	TCGA.02.0102	TCGA.02.0107	TCGA.02.0113	TCGA.02.0114	TCGA.02.0115	TCGA.02.0116	TCGA.02.2466	TCGA.02.2470	TCGA.02.2483	TCGA.02.2485	TCGA.02.2486	TCGA.06.0122	TCGA.06.0124	TCGA.06.0125	TCGA.06.0126	TCGA.06.0128	TCGA.06.0129	TCGA.06.0130	TCGA.06.0133	TCGA.06.0137	TCGA.06.0139	TCGA.06.0140	TCGA.06.0141	TCGA.06.0142	TCGA.06.0143	TCGA.06.0145	TCGA.06.0147	TCGA.06.0155	TCGA.06.0169	TCGA.06.0875	TCGA.06.0876	TCGA.06.0877	TCGA.06.0878	TCGA.06.0879	TCGA.06.0881	TCGA.06.0882	TCGA.06.0939	TCGA.06.1084	TCGA.06.1086	TCGA.06.1087	TCGA.06.1800	TCGA.06.1801	TCGA.06.1802	TCGA.06.1805	TCGA.06.2557	TCGA.06.2558	TCGA.06.2559	TCGA.06.2561	TCGA.06.2562	TCGA.06.2563	TCGA.06.2564	TCGA.06.2565	TCGA.06.2566	TCGA.06.2567	TCGA.06.2569	TCGA.06.2570	TCGA.12.0670	TCGA.12.0820	TCGA.12.0821	TCGA.12.0822	TCGA.12.0826	TCGA.12.0827	TCGA.12.0828	TCGA.12.0829	TCGA.12.1088	TCGA.12.1089	TCGA.12.1090	TCGA.12.1091	TCGA.12.1092	TCGA.12.1093	TCGA.12.1094	TCGA.12.1095	TCGA.12.1096	TCGA.12.1097	TCGA.12.1098	TCGA.12.1099	TCGA.12.1597	TCGA.12.1598	TCGA.12.1599	TCGA.12.1600	TCGA.12.1602	TCGA.12.3644	TCGA.12.3646	TCGA.12.3648	TCGA.12.3649	TCGA.12.3650	TCGA.12.3651	TCGA.12.3652	TCGA.12.3653	TCGA.14.0736	TCGA.14.0783	TCGA.14.0786	TCGA.14.0787	TCGA.14.0789	TCGA.14.0790	TCGA.14.0812	TCGA.14.0813	TCGA.14.0817	TCGA.14.0865	TCGA.14.0866	TCGA.14.0867	TCGA.14.0871	TCGA.14.1034	TCGA.14.1037	TCGA.14.1396	TCGA.14.1401	TCGA.14.1402	TCGA.14.1451	TCGA.14.1452	TCGA.14.1453	TCGA.14.1454	TCGA.14.1455	TCGA.14.1456	TCGA.14.1458	TCGA.14.1459	TCGA.14.1794	TCGA.14.1795	TCGA.14.1821	TCGA.14.1823	TCGA.14.1825	TCGA.14.1827	TCGA.14.1829	TCGA.14.2554	TCGA.14.2555	TCGA.14.3476	TCGA.14.3477	TCGA.14.4157	TCGA.15.1446	TCGA.15.1447	TCGA.15.1449	TCGA.16.0846	TCGA.16.0848	TCGA.16.0849	TCGA.16.0850	TCGA.16.0861	TCGA.16.1045	TCGA.16.1047	TCGA.16.1048	TCGA.16.1055	TCGA.16.1056	TCGA.16.1060	TCGA.16.1062	TCGA.16.1063	TCGA.16.1460	TCGA.19.0955	TCGA.19.0957	TCGA.19.0960	TCGA.19.0962	TCGA.19.0963	TCGA.19.0964	TCGA.19.1385	TCGA.19.1386	TCGA.19.1387	TCGA.19.1388	TCGA.19.1389	TCGA.19.1390	TCGA.19.1392	TCGA.19.1786	TCGA.19.1787	TCGA.19.1788	TCGA.19.1789	TCGA.19.1790	TCGA.19.1791	TCGA.19.2619	TCGA.19.2620	TCGA.19.2621	TCGA.19.2623	TCGA.19.2624	TCGA.19.2625	TCGA.19.2629	TCGA.19.2631	TCGA.19.4068	TCGA.26.1438	TCGA.26.1439	TCGA.26.1440	TCGA.26.1443	TCGA.26.1799	TCGA.27.1830	TCGA.27.1831	TCGA.27.1832	TCGA.27.1833	TCGA.27.1834	TCGA.27.1835	TCGA.27.1836	TCGA.27.1837	TCGA.27.1838	TCGA.27.2518	TCGA.27.2519	TCGA.27.2521	TCGA.27.2523	TCGA.27.2524	TCGA.27.2526	TCGA.27.2527	TCGA.27.2528	TCGA.28.1745	TCGA.28.1746	TCGA.28.1747	TCGA.28.1749	TCGA.28.1750	TCGA.28.1751	TCGA.28.1752	TCGA.28.1753	TCGA.28.1755	TCGA.28.1756	TCGA.28.1757	TCGA.28.1760	TCGA.28.2502	TCGA.28.2506	TCGA.28.2509	TCGA.28.2513	TCGA.28.2514	TCGA.32.1970	TCGA.32.1973	TCGA.32.1976	TCGA.32.1977	TCGA.32.1978	TCGA.32.1982	TCGA.32.1986	TCGA.32.1987	TCGA.32.1991	TCGA.32.2491	TCGA.32.2494	TCGA.32.2495	TCGA.32.2615	TCGA.32.2616	TCGA.32.2632	TCGA.32.2634	TCGA.32.2638	TCGA.32.4208	TCGA.32.4209	TCGA.32.4210	TCGA.32.4211	TCGA.32.4213	TCGA.32.4719	TCGA.41.2571	TCGA.41.2572	TCGA.41.2573	TCGA.41.2575	TCGA.41.3392	TCGA.41.3393	TCGA.41.3915	TCGA.41.4097
MMP7	-0.040212822	1.6624778	-0.252661014	2.182220646	0.445380981	-0.708265439	-1.034178239	-0.901290414	2.252719469	1.343738176	0.793978375	3.045603703	0.2104016	-0.800162196	2.525867498	0.438773828	1.366194569	2.49586664	2.627640177	3.142102035	2.641532512	2.125226975	-0.919785748	2.062489735	-0.839749786	0.702267184	-0.842205085	0.167511328	-0.406865246	0.030951926	-0.606793803	-0.15429162	1.729897169	1.539731965	-0.954287327	0.832506554	-0.201264751	-1.068924363	0.153074313	0.947011522	0.483831249	-1.092603587	0.058201386	-0.166829159	2.59981558	-0.765206615	-0.870071723	-0.890864926	-0.982765317	0.206943589	-0.854763906	-0.228536075	2.395738296	1.48971846	1.417390303	-0.83966618	0.144111716	0.300811504	0.710482027	0.229276697	-0.070686646	-0.349518453	-0.36990051	0.03100304	0.652152014	0.587532122	0.697201516	-0.809631905	0.271523732	1.866297906	-0.756387005	-0.676798101	0.345299914	-0.563270815	-0.636632986	-0.733273676	-1.191548739	-0.527594787	-0.788062493	-0.673181896	1.431709505	-1.096066557	-0.608828448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN1	-1.969428402	-1.669864039	-3.429506436	-2.406088262	-3.408167076	-3.303224946	0.331797874	-3.284280559	-3.414036239	-0.709453353	-1.054332911	-2.758852396	-1.743144129	-3.093630334	-2.498600746	-3.387332584	-3.177215004	-1.865808927	-2.324087791	-2.57955733	-1.290196599	-1.056995644	-0.040839005	-0.247314981	-0.078476295	0.732438075	1.045267797	0.44834339	0.97000086	-0.229360009	0.92439404	-0.280941513	0.690445181	0.098465123	0.070013546	0.52906944	0.818799518	-3.32554924	-0.807565466	0.979167962	0.751651052	0.25024116	0.29177998	-0.295299299	0.255233607	0.59664802	0.698929931	1.052661701	0.523367547	0.018742157	0.86146155	0.128413704	-0.528871895	0.525091363	0.040915452	1.168515976	-0.162365464	-1.08423862	-0.080200174	-0.151982096	-0.605735835	0.77475196	-0.348230588	0.567974098	0.067026896	-0.527843209	-0.335864893	0.889249449	0.548439932	-0.142211389	-0.2863201	0.975423253	-0.551605489	0.986731712	-0.121621671	1.03985593	-0.020249508	0.765026717	0.140989434	0.599462718	0.321937891	0.821431524	-0.052052624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEB1	-2.652167947	-1.893460973	-4.175429723	-1.393271884	-3.21334702	-0.319737816	1.139786096	-4.053570937	-0.897356942	-0.257778832	-1.118290057	-2.735622047	-2.435551652	-1.545059115	-1.076082581	-3.612391669	-2.761373558	-3.176245521	-2.16208261	-2.96044333	-1.136952207	1.015582107	2.098929049	1.130964026	1.694614024	0.974098614	1.183484314	1.250007874	0.168578592	0.369342198	0.591644381	-0.363603002	1.541488241	-0.012895875	0.578176984	2.002275034	0.454112934	-0.832396231	-0.523033984	0.555045204	1.083433183	0.790352172	-0.003004623	1.054978178	0.824121439	1.186947821	1.087636291	1.1624785	1.686038808	-0.317225931	-0.3896183	-0.478829539	-0.756465895	0.166808942	-0.250987136	-0.652415294	1.018378212	-1.271107697	-0.322575203	-0.820729131	-0.685342285	-0.421165104	-0.036384902	0.239814341	0.241791005	-0.72413206	-0.479572198	-0.2744612	-1.783628002	-1.500885861	-0.140069101	-1.893199284	-0.658898809	0.070422746	-0.184636429	0.678691781	0.798288276	0.448912875	1.516673471	0.219277653	0.566684858	0.904813528	0.67524738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOD2	0.790243722	-0.007276234	-1.275167535	-0.46085552	-2.284874342	-1.493514294	-1.760684879	-1.970895798	-0.438965752	-0.015731526	-0.346094185	-0.573214082	-1.614900426	0.291525457	-0.100818746	-1.91095536	0.655589725	-1.892695434	-0.532750378	-1.016055057	-0.012151487	1.515360026	-2.865920829	1.618408698	-0.308746069	1.000109667	-2.26331173	0.446748308	0.141016728	0.757135455	0.570984654	0.21736697	1.180167815	1.219038719	-0.418797172	-0.712325729	0.099915336	-0.612749592	-0.371827233	1.190879916	-0.271661197	0.171357504	1.608436078	1.15097541	1.395865656	0.285804269	-0.227494216	-0.044037939	-0.723849987	0.037710818	-0.800829088	-0.761614713	1.033445483	0.622310641	0.652518648	-2.091886299	1.348432316	-1.79824118	0.800477205	-0.641455508	0.404576271	-0.55193275	-0.035791094	0.188196002	2.039105463	0.712990388	0.81569617	0.643331596	0.911491281	0.975359434	-2.461196252	-1.509262388	0.215588235	-1.110245055	0.681229938	-2.392031889	-0.377045602	-0.620952596	0.788902391	0.038329726	0.532292416	-0.641064684	1.418353525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A2	1.073021121	-0.227591405	3.267248539	2.305505978	-0.881218049	-1.227450544	0.366597541	-0.587374182	-0.739341649	3.015897202	0.87888649	1.643989138	3.410206107	2.294975815	-0.651790052	3.772022528	0.157689569	0.033066219	1.083296618	0.195426046	3.862294467	-0.729199869	-0.409871226	0.405607201	0.563672331	-0.845419525	-0.28761363	-1.320424394	0.317572554	0.152990778	0.188054861	0.917097711	-1.201051933	1.560787941	0.066839686	-0.16713767	0.093323493	0.775777287	1.658697501	-0.61347593	0.446419864	3.544705456	0.106436637	0.019961754	0.299853451	-0.907089953	-0.76243655	0.158966344	0.004383572	-0.269591296	-0.174349398	-0.098746287	-0.795601005	-0.538985474	-0.622978697	-0.039305409	-0.312909109	-0.727079193	-0.502901676	-0.687928112	-1.155382177	-0.418679636	-1.409668956	-0.945217337	-0.724918922	-1.431442059	0.48033571	-0.183821971	0.258771894	2.63578098	-0.521346976	2.606330334	0.161438192	-0.454239635	-0.279690755	0.035556564	-0.25139075	-0.200517917	-0.093791079	-0.117359662	-0.838160575	-0.749030863	-0.918953221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIR	0.109687109	1.137953183	2.33506809	0.282820624	0.478926381	0.94829415	-2.335107018	0.498385335	1.320647079	0.607442791	0.015494331	0.691390593	-0.956857238	2.119449386	-0.90509376	-0.881199918	0.579109736	0.50200363	-0.431171815	-1.026413392	-0.277955173	0.298259799	-1.85621904	-1.236727	-0.920611902	-0.520617309	-1.506369421	1.300338513	0.164876686	1.256311462	1.05797614	1.233733851	-1.278885501	0.605238298	1.903399792	-0.94130042	1.284342199	1.503439302	0.51199384	0.542010287	-1.965626289	0.25875618	1.135719507	-1.351624001	-1.313754604	-2.491974503	-1.129156696	-2.143468556	-0.934996843	-0.201869074	1.160792688	-1.451351778	0.637565911	-1.325435577	0.932224034	0.739450979	-0.375478599	-0.730033334	-0.55860182	-1.667017824	-0.138459782	0.529033549	-0.325466424	0.145219878	1.199775804	-0.584324262	-0.284326331	0.588674117	0.497539254	0.570620339	0.138516985	-1.61062576	0.7197539	-1.011746144	-0.332726433	-0.322237384	0.859938676	0.797740492	-1.350680749	0.97638852	0.937499335	0.342608131	0.46951077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL13	3.126869311	4.448417426	-0.004201978	1.164982876	-0.29197162	-0.235931584	-0.671221806	-0.666359413	-0.668866987	-0.486799367	2.169223184	4.131093873	-0.276854744	-0.275510618	0.862041838	-0.442075873	4.17435344	-0.079347497	0.75043657	2.891388884	-0.517984555	-0.47460453	-0.505637357	-0.967595486	-0.907978858	0.814144504	-0.692147601	-0.699901948	0.219635172	1.12156867	-0.623228697	-0.70106937	-0.787109552	0.000246375	-0.670677696	-0.589976192	-0.786782598	-0.806230596	-0.595231693	0.378857857	-0.57927261	0.543852641	-0.113220577	-0.760840241	1.188695405	-0.684554863	-0.744202674	0.631998598	-0.649525174	0.471591773	-0.586020329	-0.100827307	4.0943766	-0.494133637	2.058285337	-0.572364458	0.114262763	-0.273250838	1.336734009	-0.37029179	-0.101316064	-0.454913191	-0.335020725	-0.181214559	-0.19989214	-0.432686428	0.045087954	-0.610397707	1.447361025	-0.010166701	-0.27603945	1.041737864	3.155742042	-0.264287975	-0.466408175	-0.612467838	0.348149261	-0.588471943	-0.555012956	-0.552802294	-0.574799316	-0.637516061	-0.594791581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1199	0.261425335	1.218798983	-0.759377708	1.783670392	0.37132493	-1.751813437	-1.87583309	0.7857202	-1.656262687	0.494042116	-0.525215606	-0.637887543	-0.518312177	-1.372857253	1.198579117	-0.826654773	1.722740301	-0.472935137	1.854482065	-0.769169719	0.363928915	0.278981894	2.499579714	1.253896192	-0.922538471	0.765824963	-1.525100404	-0.274526061	0.008534926	1.107630275	0.601292055	2.116118231	0.408040646	1.36102355	-1.158891367	-1.973445323	0.76319488	0.862684697	-1.561854836	0.280945891	-1.841164792	-0.439919865	-0.70390937	0.397203576	0.971561579	0.150494762	-0.351326952	0.433114052	-2.08462714	1.620437493	0.771242908	-0.400309309	0.841640725	0.097075522	0.007852463	0.253945009	1.001979754	0.238767633	0.894989962	1.203740576	1.011832805	-1.480260354	0.092437613	0.506182409	2.703273482	0.047454778	0.384596822	-0.187134455	-0.974872098	1.112992567	1.348953064	-1.625680272	0.230089667	-0.626878369	-0.155077294	0.075395011	0.535689294	-0.37023115	-0.588212932	0.236385776	0.460118303	1.429312723	0.925082938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINF1	0.514715755	1.67882982	-3.36247849	1.789992007	-2.429209614	-3.474779215	-1.781405021	-3.6017314	-2.886482592	1.111169705	0.753387817	0.499362349	-1.020621736	-3.255292967	1.930167852	-3.412880764	1.44051278	-0.353268418	1.329525368	0.748157467	1.677493619	1.1966216	-0.301056401	0.457001924	-0.491405673	1.301094644	-1.724619254	-1.15731441	1.410220371	0.791946252	0.794246333	1.41600325	-1.083781921	1.406222423	-0.773178267	-1.710870229	0.207830119	0.955219296	-0.273878933	0.83399052	0.317632942	-0.526845955	0.425540447	0.199505773	0.7686908	0.550428598	-0.811790365	-0.441615427	0.13923383	0.959869204	-0.069232202	0.053447799	1.563533287	0.254103372	0.515334569	0.516978925	0.056979783	-0.317021538	1.598374772	1.043194005	0.241487466	0.220947194	-0.359022883	0.098339893	-0.382940008	0.134986966	1.768224847	0.579659224	0.604698786	-0.258547636	0.17258089	1.06192401	1.548761867	-0.411329505	-0.053964531	0.78727797	0.505444643	0.182656094	-0.548943889	-0.12996868	-0.07719448	-0.441309299	0.561271813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL1A1	1.157285945	1.44301757	-0.831977226	2.242392261	0.186462875	-1.185739734	-0.946140931	-0.931227951	-0.667909162	-0.065379367	-0.29366628	0.130960317	-0.358582931	-0.76616271	3.271147113	-0.269133715	2.17788519	0.532594234	2.812519249	-0.051118863	2.107490017	2.345256743	1.803804945	0.67207298	0.597601186	1.770448932	-0.477871244	-0.842942362	2.780691473	0.31023251	0.191711257	1.940763949	0.509541169	2.180715243	-0.809438724	-0.999255339	0.268205008	0.399762866	0.192997437	0.531252718	0.208486544	-0.943139228	-0.131013422	0.296520667	0.709895113	-0.151697715	-0.879219564	0.118565895	-1.368103673	2.418433744	-1.35011833	0.768868108	1.655773903	1.034001007	0.76634105	0.101915595	0.103022427	-0.900484796	2.020176949	1.849910605	0.540806518	-0.301605199	-0.634037367	0.261846723	0.19345867	-0.616715367	2.311635901	-0.265330203	-0.724548577	0.659649345	2.170538239	2.560910137	3.269346489	-0.280345008	0.254281681	0.854598032	-0.560857171	-0.036282249	-0.499592088	-0.552573539	0.876900467	0.227190662	-0.420187569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA11	-1.135865744	-1.673921251	-1.431351735	-2.111641133	-2.419924605	-1.578080664	-0.015226147	-0.905726239	-0.508542832	-1.049413453	-1.939516088	-0.927897304	-1.865097889	-1.154441546	-1.189202691	1.419090287	-1.379154947	-1.500830875	-1.875295083	-1.295150628	-1.146448989	-0.899734617	-0.941418219	-0.769788598	-1.561953626	0.465417607	0.286157999	0.331988535	1.095364601	0.517010087	1.375996568	-0.110732202	0.019627523	-0.133727291	1.698363014	-2.132492467	0.993269729	-0.818339936	-1.128431223	2.986149259	-0.219758128	0.733107336	-0.611222978	0.843116307	0.104279306	0.456778484	0.699728227	-0.380522054	-1.021311505	-0.386422766	0.437530765	-0.668139965	-1.881417758	-1.111695353	0.522943978	2.154743766	-0.837055909	0.141940144	0.499989686	-0.059278895	0.066131277	-1.103766002	-0.926623246	-0.117662852	-1.431219816	-0.925599144	-1.278818952	1.453506805	-0.104222758	-1.053079432	0.091343222	-1.658304463	-1.421586645	0.217669593	-0.018885246	-1.616859397	-0.468248406	1.815055732	-0.162794944	1.263466669	1.47416255	0.937451867	0.180595606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDOC	-2.52259176	-2.259789834	-2.469503199	-1.204570207	-3.172285464	0.459822706	-1.13369271	-0.35061474	-0.68195117	-1.974562269	-2.536265673	-3.448637768	-2.67105666	-0.252868934	-2.844383223	-1.456632298	-2.960174387	-3.28253254	-2.745003886	-2.864060488	-2.583498822	-1.956784735	-0.088084512	-0.282671383	0.024366307	-0.100509952	0.972355978	0.068254355	0.293711058	-0.316924762	0.408359237	-1.270846786	-0.248432828	-0.073256623	0.561156892	0.464014154	1.007204254	-0.142250105	0.299533308	0.181103433	-0.504264492	0.324472582	-0.827661805	-0.251207556	0.155957126	-0.834067149	0.635260059	0.72067171	0.02547157	-2.618543703	1.200013351	-0.276377982	-1.33053537	-0.025001946	0.627317499	0.956038279	-0.051702984	-0.649448416	-1.16503398	-0.78830964	-0.926268095	-0.018870284	0.205490312	-0.06793861	-0.405122094	0.618815965	-0.944322146	0.360696574	-0.344969197	-2.050106467	-0.810245934	-0.699195526	-0.003967284	1.260773576	-0.234979704	1.065792925	0.479740573	0.84707278	0.527118648	0.770337402	-0.648118176	-0.822934151	0.002723583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
